fact_id,variant_id,question,original_question,correct_answer,possible_answers,type,generated_answer,full_output,is_correct,failure_type
fact_0008,direct_answer,Directly answer this factual question: Who was the producer of The Descendants?,Who was the producer of The Descendants?,Alexander Payne,"[""Alexander Payne""]",producer,"The Descendants is a 2011 American drama film directed by Alexander Payne and written by Payne and Nat Faxon and Jim Rash. The film stars George Clooney, Shailene Woodley","Directly answer this factual question: Who was the producer of The Descendants?

The Descendants is a 2011 American drama film directed by Alexander Payne and written by Payne and Nat Faxon and Jim Rash. The film stars George Clooney, Shailene Woodley",True,contains_correct_answer
fact_0009,short_direct,Who is the screenwriter for One Life?,Who was the screenwriter for One Life?,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter,"One Life is a 2019 American drama film directed by Michael Polish and written by Polish and his wife, Monika Greenwald. The film stars Kate Bosworth, Sam Worthington, and","Who is the screenwriter for One Life?

One Life is a 2019 American drama film directed by Michael Polish and written by Polish and his wife, Monika Greenwald. The film stars Kate Bosworth, Sam Worthington, and",False,other_wrong_or_offtopic
fact_0009,direct_answer,Directly answer this factual question: Who was the screenwriter for One Life?,Who was the screenwriter for One Life?,Alexandre Astruc,"[""Alexandre Astruc""]",screenwriter,"The answer is: <strong>John Logan.</strong>

John Logan is an American screenwriter, director, and producer. He is best known for his work on the films Gladiator, The Aviator,","Directly answer this factual question: Who was the screenwriter for One Life?

The answer is: <strong>John Logan.</strong>

John Logan is an American screenwriter, director, and producer. He is best known for his work on the films Gladiator, The Aviator,",False,other_wrong_or_offtopic
fact_0010,direct_answer,Directly answer this factual question: Who was the composer of Walker?,Who was the composer of Walker?,Joe Strummer,"[""Joe Strummer"", ""John Graham Mellor""]",composer,"The answer is: <strong>John Williams.</strong>

John Williams is a famous American composer and conductor who has composed music for many films, including the Star Wars series, Harry Potter, and Jurassic","Directly answer this factual question: Who was the composer of Walker?

The answer is: <strong>John Williams.</strong>

John Williams is a famous American composer and conductor who has composed music for many films, including the Star Wars series, Harry Potter, and Jurassic",False,other_wrong_or_offtopic
fact_0011,direct_answer,Directly answer this factual question: Who is the author of Camino Real?,Who is the author of Camino Real?,Tennessee Williams,"[""Tennessee Williams"", ""Thomas Lanier Williams III"", ""Thomas Lanier Williams"", ""Thomas Williams""]",author,"The author of Camino Real is the Spanish explorer and conquistador, Hernán Cortés.

The author of Camino Real is Hernán Cortés.

Hernán Cortés was a Spanish explorer and conquistador","Directly answer this factual question: Who is the author of Camino Real?

The author of Camino Real is the Spanish explorer and conquistador, Hernán Cortés.

The author of Camino Real is Hernán Cortés.

Hernán Cortés was a Spanish explorer and conquistador",False,other_wrong_or_offtopic
fact_0012,direct_answer,Directly answer this factual question: Who was the director of Nightmare?,Who was the director of Nightmare?,Freddie Francis,"[""Freddie Francis"", ""Frederick William Francis""]",director,"The answer is: <strong>Wes Craven.</strong>

Nightmare is a horror film directed by Wes Craven, known for his work in the horror genre. The film was released in 199","Directly answer this factual question: Who was the director of Nightmare?

The answer is: <strong>Wes Craven.</strong>

Nightmare is a horror film directed by Wes Craven, known for his work in the horror genre. The film was released in 199",False,other_wrong_or_offtopic
fact_0013,direct_answer,Directly answer this factual question: Who was the director of The Doors?,Who was the director of The Doors?,Oliver Stone,"[""Oliver Stone"", ""William Oliver Stone""]",director,"The answer is Oliver Stone.

The Doors was a 1991 biopic about the band The Doors. The film was directed by Oliver Stone and starred Val Kilmer as Jim Morrison","Directly answer this factual question: Who was the director of The Doors?

The answer is Oliver Stone.

The Doors was a 1991 biopic about the band The Doors. The film was directed by Oliver Stone and starred Val Kilmer as Jim Morrison",True,contains_correct_answer
fact_0014,direct_answer,Directly answer this factual question: Who was the composer of The Mission?,Who was the composer of The Mission?,Ennio Morricone,"[""Ennio Morricone"", ""Dan Savio"", ""Leo Nichols""]",composer,"The Mission is a 1986 film directed by Roland Joffé and starring Robert de Niro, Jeremy Irons, and James Spader. The film is based on the novel of the","Directly answer this factual question: Who was the composer of The Mission?

The Mission is a 1986 film directed by Roland Joffé and starring Robert de Niro, Jeremy Irons, and James Spader. The film is based on the novel of the",False,other_wrong_or_offtopic
fact_0015,direct_answer,Directly answer this factual question: Who was the director of Nashville?,Who was the director of Nashville?,Robert Altman,"[""Robert Altman""]",director,"The answer is: <strong>Robert Altman.</strong>

Robert Altman is an American director, screenwriter, producer and actor. He is known for his unique style of directing and his ability to create complex","Directly answer this factual question: Who was the director of Nashville?

The answer is: <strong>Robert Altman.</strong>

Robert Altman is an American director, screenwriter, producer and actor. He is known for his unique style of directing and his ability to create complex",True,contains_correct_answer
fact_0016,direct_answer,Directly answer this factual question: Who is the author of The Wild Duck?,Who is the author of The Wild Duck?,Henrik Ibsen,"[""Henrik Ibsen"", ""Henrik Johan Ibsen"", ""Henrich Johan Ibsen"", ""Henrich Ibsen""]",author,"The author of The Wild Duck is Henrik Ibsen.

The Wild Duck is a play by Henrik Ibsen. It was first performed in 1884. The play is set in a small","Directly answer this factual question: Who is the author of The Wild Duck?

The author of The Wild Duck is Henrik Ibsen.

The Wild Duck is a play by Henrik Ibsen. It was first performed in 1884. The play is set in a small",True,contains_correct_answer
fact_0017,direct_answer,Directly answer this factual question: In what city was Gintautas Umaras born?,In what city was Gintautas Umaras born?,Kaunas,"[""Kaunas"", ""Kovno"", ""Kovne"", ""Kovna"", ""Kowno"", ""Kauen""]",place of birth,"The answer is Vilnius, Lithuania.

Umaras was born in Vilnius, Lithuania, on 1949-01-01.

Gintautas Umaras was born on","Directly answer this factual question: In what city was Gintautas Umaras born?

The answer is Vilnius, Lithuania.

Umaras was born in Vilnius, Lithuania, on 1949-01-01.

Gintautas Umaras was born on",False,other_wrong_or_offtopic
fact_0019,direct_answer,Directly answer this factual question: Who was the composer of Imagine?,Who was the composer of Imagine?,John Lennon,"[""John Lennon"", ""John Winston Ono Lennon"", ""John Winston Lennon"", ""Lennon John"", ""John Ono Lennon""]",composer,"The answer is John Lennon.

But the question is a bit misleading.

The question is not, “Who was the composer of Imagine?”

The question is, “Who was the composer","Directly answer this factual question: Who was the composer of Imagine?

The answer is John Lennon.

But the question is a bit misleading.

The question is not, “Who was the composer of Imagine?”

The question is, “Who was the composer",True,contains_correct_answer
fact_0020,original,In what city was Kalevi Kull born?,In what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth,"In what city was Kalevi Kull born?

What was the name of Kalevi Kull's father?

What was the name of Kalevi Kull's mother?

What was the","In what city was Kalevi Kull born?

In what city was Kalevi Kull born?

What was the name of Kalevi Kull's father?

What was the name of Kalevi Kull's mother?

What was the",False,other_wrong_or_offtopic
fact_0020,direct_answer,Directly answer this factual question: In what city was Kalevi Kull born?,In what city was Kalevi Kull born?,Tartu,"[""Tartu"", ""Dorpat"", ""Dörpt"", ""Derpt"", ""Tarbatu"", ""Jurjev"", ""Tartto"", ""Tartus""]",place of birth,"The answer is: <strong>Helsinki, Finland.</strong>

Kalevi Kull was born in Helsinki, Finland on 19th September 1928. He was a Finnish composer,","Directly answer this factual question: In what city was Kalevi Kull born?

The answer is: <strong>Helsinki, Finland.</strong>

Kalevi Kull was born in Helsinki, Finland on 19th September 1928. He was a Finnish composer,",False,other_wrong_or_offtopic
fact_0021,direct_answer,Directly answer this factual question: Who was the composer of Fame?,Who was the composer of Fame?,Michael Gore,"[""Michael Gore""]",composer,"The answer is: <strong>Alan Menken.</strong>

Alan Menken is a famous American composer and lyricist who has written music for many popular films and musicals. He is best known for","Directly answer this factual question: Who was the composer of Fame?

The answer is: <strong>Alan Menken.</strong>

Alan Menken is a famous American composer and lyricist who has written music for many popular films and musicals. He is best known for",False,other_wrong_or_offtopic
fact_0022,original,Who is the author of Memory?,Who is the author of Memory?,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author,"Who is the author of The Great Gatsby?

Who is the author of The Catcher in the Rye?

Who is the author of The Outsiders?

Who is the author of The Outs","Who is the author of Memory?

Who is the author of The Great Gatsby?

Who is the author of The Catcher in the Rye?

Who is the author of The Outsiders?

Who is the author of The Outs",False,other_wrong_or_offtopic
fact_0022,direct_answer,Directly answer this factual question: Who is the author of Memory?,Who is the author of Memory?,Poul Anderson,"[""Poul Anderson"", ""Poul William Anderson"", ""Winston P. Sanders"", ""A. A. Craig"", ""Michael Karageorge"", ""Petronius Arbiter Kingsley"", ""P. A. Kingsley""]",author,"The author of Memory is a man named John Green.

What is the main idea of Memory?

The main idea of Memory is that the author is a man named John Green.

What","Directly answer this factual question: Who is the author of Memory?

The author of Memory is a man named John Green.

What is the main idea of Memory?

The main idea of Memory is that the author is a man named John Green.

What",False,other_wrong_or_offtopic
fact_0023,short_direct,Who is the director of Alone?,Who was the director of Alone?,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director,"Alone is a 2020 American survival horror film directed by Asaf Korman and written by Korman and David Coggeshall. The film stars Benjamin Ayres, Michael Lombardi, and","Who is the director of Alone?

Alone is a 2020 American survival horror film directed by Asaf Korman and written by Korman and David Coggeshall. The film stars Benjamin Ayres, Michael Lombardi, and",False,other_wrong_or_offtopic
fact_0023,direct_answer,Directly answer this factual question: Who was the director of Alone?,Who was the director of Alone?,Parkpoom Wongpoom,"[""Parkpoom Wongpoom"", ""Banjong Pisanthanakun"", ""Bangjong Pisanthanakun""]",director,"The answer is: <strong>John Erick Dowdle.</strong>

John Erick Dowdle is an American director and screenwriter who has made a name for himself in the film industry with his unique style and","Directly answer this factual question: Who was the director of Alone?

The answer is: <strong>John Erick Dowdle.</strong>

John Erick Dowdle is an American director and screenwriter who has made a name for himself in the film industry with his unique style and",False,other_wrong_or_offtopic
fact_0024,original,Who is the father of Kim Kardashian?,Who is the father of Kim Kardashian?,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father,"Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Who is the mother of Kim Kardashian?

Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Who is the father","Who is the father of Kim Kardashian?

Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Who is the mother of Kim Kardashian?

Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Who is the father",True,contains_correct_answer
fact_0024,direct_answer,Directly answer this factual question: Who is the father of Kim Kardashian?,Who is the father of Kim Kardashian?,Robert Kardashian,"[""Robert Kardashian"", ""Robert George Kardashian"", ""Rob Kardashian""]",father,"The answer is Kanye West.

But the question is a bit more complicated than that.

Kim Kardashian and Kanye West have been married for six years.

They have four children together.","Directly answer this factual question: Who is the father of Kim Kardashian?

The answer is Kanye West.

But the question is a bit more complicated than that.

Kim Kardashian and Kanye West have been married for six years.

They have four children together.",False,other_wrong_or_offtopic
fact_0025,direct_answer,Directly answer this factual question: Who was the director of Redemption?,Who was the director of Redemption?,Jon Alpert,"[""Jon Alpert""]",director,"The answer is: <strong>John Woo.</strong>

John Woo is a famous director and screenwriter from Hong Kong. He is known for his work in the action genre, and is best known for","Directly answer this factual question: Who was the director of Redemption?

The answer is: <strong>John Woo.</strong>

John Woo is a famous director and screenwriter from Hong Kong. He is known for his work in the action genre, and is best known for",False,other_wrong_or_offtopic
fact_0026,direct_answer,Directly answer this factual question: Who was the producer of Hot Rats?,Who was the producer of Hot Rats?,Frank Zappa,"[""Frank Zappa"", ""Frank Vincent Zappa""]",producer,"The answer is: <strong>Frank Zappa.</strong>

Frank Zappa was a musician, composer, and producer who was born in 1940 and died in 1993.","Directly answer this factual question: Who was the producer of Hot Rats?

The answer is: <strong>Frank Zappa.</strong>

Frank Zappa was a musician, composer, and producer who was born in 1940 and died in 1993.",True,contains_correct_answer
fact_0027,direct_answer,Directly answer this factual question: Who was the composer of Annie?,Who was the composer of Annie?,Charles Strouse,"[""Charles Strouse""]",composer,"The answer is: <strong>Charles Strouse.</strong>

Charles Strouse is an American composer, lyricist and playwright. He is best known for his work on the musical Annie, which was","Directly answer this factual question: Who was the composer of Annie?

The answer is: <strong>Charles Strouse.</strong>

Charles Strouse is an American composer, lyricist and playwright. He is best known for his work on the musical Annie, which was",True,contains_correct_answer
fact_0028,answer_briefly,Who is the father of Alexander Graham Bell? Answer briefly.,Who is the father of Alexander Graham Bell?,Alexander Melville Bell,"[""Alexander Melville Bell""]",father,"Who is the father of Alexander Graham Bell?

Alexander Graham Bell was born on March 3, 1847, in Edinburgh, Scotland. He was the son of Alexander Melville Bell","Who is the father of Alexander Graham Bell? Answer briefly.

Who is the father of Alexander Graham Bell?

Alexander Graham Bell was born on March 3, 1847, in Edinburgh, Scotland. He was the son of Alexander Melville Bell",True,contains_correct_answer
fact_0028,direct_answer,Directly answer this factual question: Who is the father of Alexander Graham Bell?,Who is the father of Alexander Graham Bell?,Alexander Melville Bell,"[""Alexander Melville Bell""]",father,"The answer is: <strong>Alexander Graham Bell</strong>.

Alexander Graham Bell was born on March 3, 1847 in Edinburgh, Scotland. He was the son of Alexander Melville","Directly answer this factual question: Who is the father of Alexander Graham Bell?

The answer is: <strong>Alexander Graham Bell</strong>.

Alexander Graham Bell was born on March 3, 1847 in Edinburgh, Scotland. He was the son of Alexander Melville",False,other_wrong_or_offtopic
fact_0029,short_direct,Who is the producer of Human Nature?,Who was the producer of Human Nature?,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer,"Human Nature is a group of four brothers from the Philippines. They are brothers Jerald, Michael, Reynan, and Rafael. They are the sons of a Filipino-American father and a Filipino","Who is the producer of Human Nature?

Human Nature is a group of four brothers from the Philippines. They are brothers Jerald, Michael, Reynan, and Rafael. They are the sons of a Filipino-American father and a Filipino",False,other_wrong_or_offtopic
fact_0029,direct_answer,Directly answer this factual question: Who was the producer of Human Nature?,Who was the producer of Human Nature?,Quincy Jones,"[""Quincy Jones"", ""Q"", ""Quincy"", ""Quincy Delight Jones Jr."", ""Quincy Jones Jr.""]",producer,"The answer is: <strong>The producer of Human Nature is the American singer and songwriter Michael Jackson.</strong>

Michael Jackson is a legendary figure in the world of music, known for his unique style","Directly answer this factual question: Who was the producer of Human Nature?

The answer is: <strong>The producer of Human Nature is the American singer and songwriter Michael Jackson.</strong>

Michael Jackson is a legendary figure in the world of music, known for his unique style",True,other_wrong_or_offtopic
fact_0030,original,Who is the father of Carl Valentin Falsen?,Who is the father of Carl Valentin Falsen?,Enevold De Falsen,"[""Enevold De Falsen""]",father,"Carl Valentin Falsen was born on 19th of January 1900 in the city of Stockholm, Sweden. He was the son of Carl Valentin Falsen and his","Who is the father of Carl Valentin Falsen?

Carl Valentin Falsen was born on 19th of January 1900 in the city of Stockholm, Sweden. He was the son of Carl Valentin Falsen and his",False,other_wrong_or_offtopic
fact_0030,answer_briefly,Who is the father of Carl Valentin Falsen? Answer briefly.,Who is the father of Carl Valentin Falsen?,Enevold De Falsen,"[""Enevold De Falsen""]",father,"Who is the father of Carl Valentin Falsen?

Carl Valentin Falsen was born on 18th of January 1896 in the city of Stockholm, Sweden.","Who is the father of Carl Valentin Falsen? Answer briefly.

Who is the father of Carl Valentin Falsen?

Carl Valentin Falsen was born on 18th of January 1896 in the city of Stockholm, Sweden.",False,other_wrong_or_offtopic
fact_0030,direct_answer,Directly answer this factual question: Who is the father of Carl Valentin Falsen?,Who is the father of Carl Valentin Falsen?,Enevold De Falsen,"[""Enevold De Falsen""]",father,"The answer is: <strong>Carl Valentin Falsen’s father is Carl Valentin Falsen.</strong>

Carl Valentin Falsen is a Swedish-born American actor, director, and","Directly answer this factual question: Who is the father of Carl Valentin Falsen?

The answer is: <strong>Carl Valentin Falsen’s father is Carl Valentin Falsen.</strong>

Carl Valentin Falsen is a Swedish-born American actor, director, and",False,other_wrong_or_offtopic
fact_0031,direct_answer,Directly answer this factual question: Who is the father of David I of Scotland?,Who is the father of David I of Scotland?,Malcolm III of Scotland,"[""Malcolm III of Scotland"", ""Malcolm Canmore""]",father,"The answer is: <strong>King Malcolm III of Scotland.</strong>

David I of Scotland was the first king of the Scottish royal family. He was born in 1058 and died","Directly answer this factual question: Who is the father of David I of Scotland?

The answer is: <strong>King Malcolm III of Scotland.</strong>

David I of Scotland was the first king of the Scottish royal family. He was born in 1058 and died",True,contains_correct_answer
fact_0032,direct_answer,Directly answer this factual question: In what city was Frederick George Bromberg born?,In what city was Frederick George Bromberg born?,New York City,"[""New York City"", ""NYC"", ""New York"", ""the five boroughs"", ""Big Apple"", ""City of New York"", ""NY City"", ""New York, New York"", ""New York City, New York"", ""New York, NY"", ""New York City (NYC)""]",place of birth,"The answer is: <strong>New York City.</strong>

Frederick George Bromberg was born in New York City, New York, on September 15, 1892. He","Directly answer this factual question: In what city was Frederick George Bromberg born?

The answer is: <strong>New York City.</strong>

Frederick George Bromberg was born in New York City, New York, on September 15, 1892. He",True,contains_correct_answer
fact_0033,short_direct,Who is the producer of Good Night?,Who was the producer of Good Night?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer,"Who is the director of Good Night?

Who is the writer of Good Night?

Who is the actor of Good Night?

Who is the actress of Good Night?

Who is the","Who is the producer of Good Night?

Who is the director of Good Night?

Who is the writer of Good Night?

Who is the actor of Good Night?

Who is the actress of Good Night?

Who is the",False,other_wrong_or_offtopic
fact_0033,direct_answer,Directly answer this factual question: Who was the producer of Good Night?,Who was the producer of Good Night?,George Martin,"[""George Martin"", ""Sir George Henry Martin"", ""Sir George Martin""]",producer,"The answer is: <strong>The producer of Good Night is the American actor and director Robert Zemeckis.</strong>

Robert Zemeckis is an American actor and director who has made a name","Directly answer this factual question: Who was the producer of Good Night?

The answer is: <strong>The producer of Good Night is the American actor and director Robert Zemeckis.</strong>

Robert Zemeckis is an American actor and director who has made a name",False,other_wrong_or_offtopic
fact_0034,direct_answer,Directly answer this factual question: Who is the father of Philip III of Macedon?,Who is the father of Philip III of Macedon?,Philip II of Macedon,"[""Philip II of Macedon"", ""King of Macedonia Filippo II"", ""King of Macedonia Philippos II"", ""King of Macedonia Philip II"", ""King of Macedonia Filip II"", ""King of Macedonia Philippus II"", ""Philip of Macedon""]",father,"The answer is Philip II of Macedon.

Philip II of Macedon was the father of Philip III of Macedon.

Philip II of Macedon was the father of Philip III of Maced","Directly answer this factual question: Who is the father of Philip III of Macedon?

The answer is Philip II of Macedon.

Philip II of Macedon was the father of Philip III of Macedon.

Philip II of Macedon was the father of Philip III of Maced",True,contains_correct_answer
