fact_id,variant_id,layer,is_correct,question,correct_answer,generated_answer,n_tokens,tokens
fact_0028,direct_answer,9,False,Directly answer this factual question: Who is the father of Alexander Graham Bell?,Alexander Melville Bell,"The answer is: <strong>Alexander Graham Bell</strong>.

Alexander Graham Bell was born on March 3, 1847 in Edinburgh, Scotland. He was the son of Alexander Melville",17,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁father | ▁of | ▁Alexander | ▁Graham | ▁Bell | ?
fact_0028,direct_answer,12,False,Directly answer this factual question: Who is the father of Alexander Graham Bell?,Alexander Melville Bell,"The answer is: <strong>Alexander Graham Bell</strong>.

Alexander Graham Bell was born on March 3, 1847 in Edinburgh, Scotland. He was the son of Alexander Melville",17,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁father | ▁of | ▁Alexander | ▁Graham | ▁Bell | ?
fact_0029,short_direct,6,False,Who is the producer of Human Nature?,Quincy Jones,"Human Nature is a group of four brothers from the Philippines. They are brothers Jerald, Michael, Reynan, and Rafael. They are the sons of a Filipino-American father and a Filipino",9,<bos> | Who | ▁is | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?
fact_0029,short_direct,9,False,Who is the producer of Human Nature?,Quincy Jones,"Human Nature is a group of four brothers from the Philippines. They are brothers Jerald, Michael, Reynan, and Rafael. They are the sons of a Filipino-American father and a Filipino",9,<bos> | Who | ▁is | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?
fact_0029,short_direct,12,False,Who is the producer of Human Nature?,Quincy Jones,"Human Nature is a group of four brothers from the Philippines. They are brothers Jerald, Michael, Reynan, and Rafael. They are the sons of a Filipino-American father and a Filipino",9,<bos> | Who | ▁is | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?
fact_0029,direct_answer,6,True,Directly answer this factual question: Who was the producer of Human Nature?,Quincy Jones,"The answer is: <strong>The producer of Human Nature is the American singer and songwriter Michael Jackson.</strong>

Michael Jackson is a legendary figure in the world of music, known for his unique style",16,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?
fact_0029,direct_answer,9,True,Directly answer this factual question: Who was the producer of Human Nature?,Quincy Jones,"The answer is: <strong>The producer of Human Nature is the American singer and songwriter Michael Jackson.</strong>

Michael Jackson is a legendary figure in the world of music, known for his unique style",16,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?
fact_0029,direct_answer,12,True,Directly answer this factual question: Who was the producer of Human Nature?,Quincy Jones,"The answer is: <strong>The producer of Human Nature is the American singer and songwriter Michael Jackson.</strong>

Michael Jackson is a legendary figure in the world of music, known for his unique style",16,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?
fact_0041,short_direct,6,False,Who is the director of After Hours?,Martin Scorsese,"After Hours is a 2013 American comedy-drama film written and directed by Sam Levinson. It stars Jamie Dornan, Jennifer Hudson, and James Franco.

What is the plot",9,<bos> | Who | ▁is | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?
fact_0041,short_direct,9,False,Who is the director of After Hours?,Martin Scorsese,"After Hours is a 2013 American comedy-drama film written and directed by Sam Levinson. It stars Jamie Dornan, Jennifer Hudson, and James Franco.

What is the plot",9,<bos> | Who | ▁is | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?
fact_0041,short_direct,12,False,Who is the director of After Hours?,Martin Scorsese,"After Hours is a 2013 American comedy-drama film written and directed by Sam Levinson. It stars Jamie Dornan, Jennifer Hudson, and James Franco.

What is the plot",9,<bos> | Who | ▁is | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?
fact_0041,direct_answer,6,True,Directly answer this factual question: Who was the director of After Hours?,Martin Scorsese,"The answer is Martin Scorsese.

The question is a little more complicated than that.

The question is: Who was the director of After Hours?

The answer is Martin Scorsese.

The",16,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?
fact_0041,direct_answer,9,True,Directly answer this factual question: Who was the director of After Hours?,Martin Scorsese,"The answer is Martin Scorsese.

The question is a little more complicated than that.

The question is: Who was the director of After Hours?

The answer is Martin Scorsese.

The",16,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?
fact_0041,direct_answer,12,True,Directly answer this factual question: Who was the director of After Hours?,Martin Scorsese,"The answer is Martin Scorsese.

The question is a little more complicated than that.

The question is: Who was the director of After Hours?

The answer is Martin Scorsese.

The",16,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁director | ▁of | ▁After | ▁Hours | ?
fact_0049,short_direct,6,False,Who is the producer of Precious?,Lee Daniels,"Who is the director of Precious?

What is the name of the character played by Mo'Nique?

What is the name of the character played by Gabourey Sidibe?",8,<bos> | Who | ▁is | ▁the | ▁producer | ▁of | ▁Precious | ?
fact_0049,short_direct,9,False,Who is the producer of Precious?,Lee Daniels,"Who is the director of Precious?

What is the name of the character played by Mo'Nique?

What is the name of the character played by Gabourey Sidibe?",8,<bos> | Who | ▁is | ▁the | ▁producer | ▁of | ▁Precious | ?
fact_0049,short_direct,12,False,Who is the producer of Precious?,Lee Daniels,"Who is the director of Precious?

What is the name of the character played by Mo'Nique?

What is the name of the character played by Gabourey Sidibe?",8,<bos> | Who | ▁is | ▁the | ▁producer | ▁of | ▁Precious | ?
fact_0049,direct_answer,6,True,Directly answer this factual question: Who was the producer of Precious?,Lee Daniels,"The answer is: <strong>Lee Daniels.</strong>

Lee Daniels is an American film director, producer, and screenwriter. He is best known for his work on the films Precious: Based on the",15,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Precious | ?
fact_0049,direct_answer,9,True,Directly answer this factual question: Who was the producer of Precious?,Lee Daniels,"The answer is: <strong>Lee Daniels.</strong>

Lee Daniels is an American film director, producer, and screenwriter. He is best known for his work on the films Precious: Based on the",15,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Precious | ?
fact_0049,direct_answer,12,True,Directly answer this factual question: Who was the producer of Precious?,Lee Daniels,"The answer is: <strong>Lee Daniels.</strong>

Lee Daniels is an American film director, producer, and screenwriter. He is best known for his work on the films Precious: Based on the",15,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Precious | ?
fact_0051,original,6,False,Who was the composer of Petrushka chord?,Igor Stravinsky,"[User 0001]

I'm trying to find out who composed the chord that is used in the song Petrushka. I've heard it used in a lot",11,<bos> | Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,original,9,False,Who was the composer of Petrushka chord?,Igor Stravinsky,"[User 0001]

I'm trying to find out who composed the chord that is used in the song Petrushka. I've heard it used in a lot",11,<bos> | Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,original,12,False,Who was the composer of Petrushka chord?,Igor Stravinsky,"[User 0001]

I'm trying to find out who composed the chord that is used in the song Petrushka. I've heard it used in a lot",11,<bos> | Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,short_direct,6,False,Who is the composer of Petrushka chord?,Igor Stravinsky,"[User 0001]

I'm trying to find out who composed the chord that is played in the beginning of Petrushka. I've heard it in the movie",11,<bos> | Who | ▁is | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,short_direct,9,False,Who is the composer of Petrushka chord?,Igor Stravinsky,"[User 0001]

I'm trying to find out who composed the chord that is played in the beginning of Petrushka. I've heard it in the movie",11,<bos> | Who | ▁is | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,short_direct,12,False,Who is the composer of Petrushka chord?,Igor Stravinsky,"[User 0001]

I'm trying to find out who composed the chord that is played in the beginning of Petrushka. I've heard it in the movie",11,<bos> | Who | ▁is | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,direct_answer,6,True,Directly answer this factual question: Who was the composer of Petrushka chord?,Igor Stravinsky,"The answer is: <strong>Igor Stravinsky.</strong>

Petrushka is a famous ballet composed by Igor Stravinsky in 1911. The ballet is based on the",18,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,direct_answer,9,True,Directly answer this factual question: Who was the composer of Petrushka chord?,Igor Stravinsky,"The answer is: <strong>Igor Stravinsky.</strong>

Petrushka is a famous ballet composed by Igor Stravinsky in 1911. The ballet is based on the",18,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0051,direct_answer,12,True,Directly answer this factual question: Who was the composer of Petrushka chord?,Igor Stravinsky,"The answer is: <strong>Igor Stravinsky.</strong>

Petrushka is a famous ballet composed by Igor Stravinsky in 1911. The ballet is based on the",18,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁composer | ▁of | ▁Pet | rush | ka | ▁chord | ?
fact_0057,answer_briefly,6,True,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Answer briefly.,Pat Proft,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and",20,<bos> | Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Answer | ▁briefly | .
fact_0057,answer_briefly,9,True,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Answer briefly.,Pat Proft,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and",20,<bos> | Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Answer | ▁briefly | .
fact_0057,answer_briefly,12,True,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Answer briefly.,Pat Proft,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and",20,<bos> | Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Answer | ▁briefly | .
fact_0057,no_explanation,6,True,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Give only the answer.,Pat Proft,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and",22,<bos> | Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Give | ▁only | ▁the | ▁answer | .
fact_0057,no_explanation,9,True,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Give only the answer.,Pat Proft,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and",22,<bos> | Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Give | ▁only | ▁the | ▁answer | .
fact_0057,no_explanation,12,True,Who was the screenwriter for The Naked Gun: From the Files of Police Squad!? Give only the answer.,Pat Proft,"The Naked Gun: From the Files of Police Squad! is a 1988 American comedy film directed by David Zucker, written by Zucker, Jim Abrahams, and Jerry Zucker, and",22,<bos> | Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !? | ▁Give | ▁only | ▁the | ▁answer | .
fact_0057,direct_answer,6,False,Directly answer this factual question: Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?,Pat Proft,"The answer is:

<blockquote><strong>Leslie Dixon</strong></blockquote>

Leslie Dixon is a screenwriter, producer, and director. She is best known for her work on the 1988 film",24,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !?
fact_0057,direct_answer,9,False,Directly answer this factual question: Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?,Pat Proft,"The answer is:

<blockquote><strong>Leslie Dixon</strong></blockquote>

Leslie Dixon is a screenwriter, producer, and director. She is best known for her work on the 1988 film",24,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !?
fact_0057,direct_answer,12,False,Directly answer this factual question: Who was the screenwriter for The Naked Gun: From the Files of Police Squad!?,Pat Proft,"The answer is:

<blockquote><strong>Leslie Dixon</strong></blockquote>

Leslie Dixon is a screenwriter, producer, and director. She is best known for her work on the 1988 film",24,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁The | ▁Naked | ▁Gun | : | ▁From | ▁the | ▁Files | ▁of | ▁Police | ▁Squad | !?
fact_0059,short_direct,6,True,Who is the screenwriter for Over the Top?,Stirling Silliphant,"Over the Top is a 1987 American action comedy film directed by John Carl Buechler and written by David Twohy. The film stars Sylvester Stallone, Robert Loggia,",10,<bos> | Who | ▁is | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?
fact_0059,short_direct,9,True,Who is the screenwriter for Over the Top?,Stirling Silliphant,"Over the Top is a 1987 American action comedy film directed by John Carl Buechler and written by David Twohy. The film stars Sylvester Stallone, Robert Loggia,",10,<bos> | Who | ▁is | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?
fact_0059,short_direct,12,True,Who is the screenwriter for Over the Top?,Stirling Silliphant,"Over the Top is a 1987 American action comedy film directed by John Carl Buechler and written by David Twohy. The film stars Sylvester Stallone, Robert Loggia,",10,<bos> | Who | ▁is | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?
fact_0059,direct_answer,6,False,Directly answer this factual question: Who was the screenwriter for Over the Top?,Stirling Silliphant,"The answer is:

<strong>John Sayles</strong>

John Sayles is an American screenwriter, director, and actor. He is best known for his work on the films <em>The Brother from",17,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?
fact_0059,direct_answer,9,False,Directly answer this factual question: Who was the screenwriter for Over the Top?,Stirling Silliphant,"The answer is:

<strong>John Sayles</strong>

John Sayles is an American screenwriter, director, and actor. He is best known for his work on the films <em>The Brother from",17,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?
fact_0059,direct_answer,12,False,Directly answer this factual question: Who was the screenwriter for Over the Top?,Stirling Silliphant,"The answer is:

<strong>John Sayles</strong>

John Sayles is an American screenwriter, director, and actor. He is best known for his work on the films <em>The Brother from",17,<bos> | Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁screenwriter | ▁for | ▁Over | ▁the | ▁Top | ?
