fact_id,variant_id,is_correct,correct_answer,question,n_tokens,tokens,token_ids,generated_answer
fact_0016,direct_answer,True,Henrik Ibsen,Directly answer this factual question: Who is the author of The Wild Duck?,16,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁author | ▁of | ▁The | ▁Wild | ▁Duck | ?,2 12959 605 3448 736 63914 2872 235292 7702 603 573 3426 576 714 11976 34851 235336,"The author of The Wild Duck is Henrik Ibsen.

The Wild Duck is a play by Henrik Ibsen. It was first performed in 1884. The play is set in a small"
fact_0019,original,False,John Lennon,Who was the composer of Imagine?,7,Who | ▁was | ▁the | ▁composer | ▁of | ▁Imagine | ?,2 6571 729 573 41905 576 43540 235336,"Who was the composer of Imagine?

Who was the composer of Imagine?

Who was the composer of Imagine?

Who was the composer of Imagine?

Who was the composer of Imagine?"
fact_0019,short_direct,False,John Lennon,Who is the composer of Imagine?,7,Who | ▁is | ▁the | ▁composer | ▁of | ▁Imagine | ?,2 6571 603 573 41905 576 43540 235336,"Who is the composer of Imagine?

Who is the composer of Imagine?

Who is the composer of Imagine?

Who is the composer of Imagine?

Who is the composer of Imagine?"
fact_0019,answer_briefly,False,John Lennon,Who was the composer of Imagine? Answer briefly.,10,Who | ▁was | ▁the | ▁composer | ▁of | ▁Imagine | ? | ▁Answer | ▁briefly | .,2 6571 729 573 41905 576 43540 235336 10358 27918 235265,"Who was the composer of Imagine? Answer briefly.

Who was the composer of Imagine? Answer briefly.

Who was the composer of Imagine? Answer briefly.

Who was the composer of Imagine"
fact_0019,no_explanation,False,John Lennon,Who was the composer of Imagine? Give only the answer.,12,Who | ▁was | ▁the | ▁composer | ▁of | ▁Imagine | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 41905 576 43540 235336 18712 1297 573 3448 235265,"Who was the composer of Imagine? Give only the answer.

Who was the composer of Imagine? Give only the answer.

Who was the composer of Imagine? Give only the answer."
fact_0019,direct_answer,True,John Lennon,Directly answer this factual question: Who was the composer of Imagine?,14,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁composer | ▁of | ▁Imagine | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 41905 576 43540 235336,"The answer is John Lennon.

But the question is a bit misleading.

The question is not, “Who was the composer of Imagine?”

The question is, “Who was the composer"
fact_0024,original,True,Robert Kardashian,Who is the father of Kim Kardashian?,8,Who | ▁is | ▁the | ▁father | ▁of | ▁Kim | ▁Kardashian | ?,2 6571 603 573 5842 576 11348 78963 235336,"Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Who is the mother of Kim Kardashian?

Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Who is the father"
fact_0024,answer_briefly,True,Robert Kardashian,Who is the father of Kim Kardashian? Answer briefly.,11,Who | ▁is | ▁the | ▁father | ▁of | ▁Kim | ▁Kardashian | ? | ▁Answer | ▁briefly | .,2 6571 603 573 5842 576 11348 78963 235336 10358 27918 235265,"Who is the father of Kim Kardashian?

Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Kim Kardashian is the daughter of Robert Kardashian and Kris Jenner.

Kim Kardashian is the"
fact_0024,no_explanation,False,Robert Kardashian,Who is the father of Kim Kardashian? Give only the answer.,13,Who | ▁is | ▁the | ▁father | ▁of | ▁Kim | ▁Kardashian | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 603 573 5842 576 11348 78963 235336 18712 1297 573 3448 235265,"Who is the father of Kim Kardashian? Give only the answer.

Who is the father of Kim Kardashian? Give only the answer.

Who is the father of Kim Kardashian? Give only the"
fact_0024,direct_answer,False,Robert Kardashian,Directly answer this factual question: Who is the father of Kim Kardashian?,15,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁father | ▁of | ▁Kim | ▁Kardashian | ?,2 12959 605 3448 736 63914 2872 235292 7702 603 573 5842 576 11348 78963 235336,"The answer is Kanye West.

But the question is a bit more complicated than that.

Kim Kardashian and Kanye West have been married for six years.

They have four children together."
fact_0026,original,False,Frank Zappa,Who was the producer of Hot Rats?,8,Who | ▁was | ▁the | ▁producer | ▁of | ▁Hot | ▁Rats | ?,2 6571 729 573 21709 576 14449 87402 235336,"Who was the producer of Hot Rats?

Who was the producer of Hot Rats?

Who was the producer of Hot Rats?

Who was the producer of Hot Rats?

Who was the"
fact_0026,short_direct,False,Frank Zappa,Who is the producer of Hot Rats?,8,Who | ▁is | ▁the | ▁producer | ▁of | ▁Hot | ▁Rats | ?,2 6571 603 573 21709 576 14449 87402 235336,"Who is the producer of Hot Rats?

Who is the producer of Hot Rats?

Who is the producer of Hot Rats?

Who is the producer of Hot Rats?

Who is the"
fact_0026,answer_briefly,False,Frank Zappa,Who was the producer of Hot Rats? Answer briefly.,11,Who | ▁was | ▁the | ▁producer | ▁of | ▁Hot | ▁Rats | ? | ▁Answer | ▁briefly | .,2 6571 729 573 21709 576 14449 87402 235336 10358 27918 235265,"Who was the producer of Hot Rats?

Who was the producer of Hot Rats?

Who was the producer of Hot Rats?

Who was the producer of Hot Rats?

Who was the"
fact_0026,no_explanation,False,Frank Zappa,Who was the producer of Hot Rats? Give only the answer.,13,Who | ▁was | ▁the | ▁producer | ▁of | ▁Hot | ▁Rats | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 21709 576 14449 87402 235336 18712 1297 573 3448 235265,"Who was the producer of Hot Rats? Give only the answer.

Who was the producer of Hot Rats? Give only the answer.

Who was the producer of Hot Rats? Give only the"
fact_0026,direct_answer,True,Frank Zappa,Directly answer this factual question: Who was the producer of Hot Rats?,15,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Hot | ▁Rats | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 21709 576 14449 87402 235336,"The answer is: <strong>Frank Zappa.</strong>

Frank Zappa was a musician, composer, and producer who was born in 1940 and died in 1993."
fact_0027,original,False,Charles Strouse,Who was the composer of Annie?,7,Who | ▁was | ▁the | ▁composer | ▁of | ▁Annie | ?,2 6571 729 573 41905 576 44038 235336,"Who was the composer of Annie?

Who was the composer of Annie?

Who was the composer of Annie?

Who was the composer of Annie?

Who was the composer of Annie?"
fact_0027,short_direct,False,Charles Strouse,Who is the composer of Annie?,7,Who | ▁is | ▁the | ▁composer | ▁of | ▁Annie | ?,2 6571 603 573 41905 576 44038 235336,"Who is the composer of Annie?

Who is the composer of Annie?

Who is the composer of Annie?

Who is the composer of Annie?

Who is the composer of Annie?"
fact_0027,answer_briefly,False,Charles Strouse,Who was the composer of Annie? Answer briefly.,10,Who | ▁was | ▁the | ▁composer | ▁of | ▁Annie | ? | ▁Answer | ▁briefly | .,2 6571 729 573 41905 576 44038 235336 10358 27918 235265,"Who was the composer of Annie?

Who was the composer of Annie?

Who was the composer of Annie?

Who was the composer of Annie?

Who was the composer of Annie?"
fact_0027,no_explanation,False,Charles Strouse,Who was the composer of Annie? Give only the answer.,12,Who | ▁was | ▁the | ▁composer | ▁of | ▁Annie | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 41905 576 44038 235336 18712 1297 573 3448 235265,"Who was the composer of Annie? Give only the answer.

Who was the composer of Annie? Give only the answer.

Who was the composer of Annie? Give only the answer."
fact_0027,direct_answer,True,Charles Strouse,Directly answer this factual question: Who was the composer of Annie?,14,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁composer | ▁of | ▁Annie | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 41905 576 44038 235336,"The answer is: <strong>Charles Strouse.</strong>

Charles Strouse is an American composer, lyricist and playwright. He is best known for his work on the musical Annie, which was"
fact_0028,original,False,Alexander Melville Bell,Who is the father of Alexander Graham Bell?,9,Who | ▁is | ▁the | ▁father | ▁of | ▁Alexander | ▁Graham | ▁Bell | ?,2 6571 603 573 5842 576 16188 26629 15363 235336,"Who is the father of Alexander Graham Bell?

Who is the father of Alexander Graham Bell?

Who is the father of Alexander Graham Bell?

Who is the father of Alexander Graham Bell?"
fact_0028,answer_briefly,True,Alexander Melville Bell,Who is the father of Alexander Graham Bell? Answer briefly.,12,Who | ▁is | ▁the | ▁father | ▁of | ▁Alexander | ▁Graham | ▁Bell | ? | ▁Answer | ▁briefly | .,2 6571 603 573 5842 576 16188 26629 15363 235336 10358 27918 235265,"Who is the father of Alexander Graham Bell?

Alexander Graham Bell was born on March 3, 1847, in Edinburgh, Scotland. He was the son of Alexander Melville Bell"
fact_0028,no_explanation,False,Alexander Melville Bell,Who is the father of Alexander Graham Bell? Give only the answer.,14,Who | ▁is | ▁the | ▁father | ▁of | ▁Alexander | ▁Graham | ▁Bell | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 603 573 5842 576 16188 26629 15363 235336 18712 1297 573 3448 235265,"Who is the father of Alexander Graham Bell? Give only the answer.

Who is the father of Alexander Graham Bell? Give only the answer.

Who is the father of Alexander Graham Bell?"
fact_0028,direct_answer,False,Alexander Melville Bell,Directly answer this factual question: Who is the father of Alexander Graham Bell?,16,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁father | ▁of | ▁Alexander | ▁Graham | ▁Bell | ?,2 12959 605 3448 736 63914 2872 235292 7702 603 573 5842 576 16188 26629 15363 235336,"The answer is: <strong>Alexander Graham Bell</strong>.

Alexander Graham Bell was born on March 3, 1847 in Edinburgh, Scotland. He was the son of Alexander Melville"
fact_0029,original,False,Quincy Jones,Who was the producer of Human Nature?,8,Who | ▁was | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?,2 6571 729 573 21709 576 9998 12734 235336,"Who was the producer of Human Nature?

Who was the producer of Human Nature?

Who was the producer of Human Nature?

Who was the producer of Human Nature?

Who was the"
fact_0029,short_direct,False,Quincy Jones,Who is the producer of Human Nature?,8,Who | ▁is | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?,2 6571 603 573 21709 576 9998 12734 235336,"Human Nature is a group of four brothers from the Philippines. They are brothers Jerald, Michael, Reynan, and Rafael. They are the sons of a Filipino-American father and a Filipino"
fact_0029,answer_briefly,False,Quincy Jones,Who was the producer of Human Nature? Answer briefly.,11,Who | ▁was | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ? | ▁Answer | ▁briefly | .,2 6571 729 573 21709 576 9998 12734 235336 10358 27918 235265,"Who was the producer of Human Nature?

Who was the producer of Human Nature?

Who was the producer of Human Nature?

Who was the producer of Human Nature?

Who was the"
fact_0029,no_explanation,False,Quincy Jones,Who was the producer of Human Nature? Give only the answer.,13,Who | ▁was | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 729 573 21709 576 9998 12734 235336 18712 1297 573 3448 235265,"Who was the producer of Human Nature? Give only the answer.

Who was the producer of Human Nature? Give only the answer.

Who was the producer of Human Nature? Give only the"
fact_0029,direct_answer,True,Quincy Jones,Directly answer this factual question: Who was the producer of Human Nature?,15,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁was | ▁the | ▁producer | ▁of | ▁Human | ▁Nature | ?,2 12959 605 3448 736 63914 2872 235292 7702 729 573 21709 576 9998 12734 235336,"The answer is: <strong>The producer of Human Nature is the American singer and songwriter Michael Jackson.</strong>

Michael Jackson is a legendary figure in the world of music, known for his unique style"
fact_0031,original,False,Malcolm III of Scotland,Who is the father of David I of Scotland?,10,Who | ▁is | ▁the | ▁father | ▁of | ▁David | ▁I | ▁of | ▁Scotland | ?,2 6571 603 573 5842 576 6046 590 576 18561 235336,"Who is the father of David I of Scotland?

Who is the father of David I of Scotland?

Who is the father of David I of Scotland?

Who is the father of David"
fact_0031,answer_briefly,False,Malcolm III of Scotland,Who is the father of David I of Scotland? Answer briefly.,13,Who | ▁is | ▁the | ▁father | ▁of | ▁David | ▁I | ▁of | ▁Scotland | ? | ▁Answer | ▁briefly | .,2 6571 603 573 5842 576 6046 590 576 18561 235336 10358 27918 235265,"Who was the first king of Scotland?

Who was the first king of Scotland?

Who was the first king of Scotland?

Who was the first king of Scotland?

Who was the"
fact_0031,no_explanation,False,Malcolm III of Scotland,Who is the father of David I of Scotland? Give only the answer.,15,Who | ▁is | ▁the | ▁father | ▁of | ▁David | ▁I | ▁of | ▁Scotland | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 603 573 5842 576 6046 590 576 18561 235336 18712 1297 573 3448 235265,"Who was the first king of Scotland?

Who was the first king of Scotland?

Who was the first king of Scotland?

Who was the first king of Scotland?

Who was the"
fact_0031,direct_answer,True,Malcolm III of Scotland,Directly answer this factual question: Who is the father of David I of Scotland?,17,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁father | ▁of | ▁David | ▁I | ▁of | ▁Scotland | ?,2 12959 605 3448 736 63914 2872 235292 7702 603 573 5842 576 6046 590 576 18561 235336,"The answer is: <strong>King Malcolm III of Scotland.</strong>

David I of Scotland was the first king of the Scottish royal family. He was born in 1058 and died"
fact_0032,original,False,New York City,In what city was Frederick George Bromberg born?,10,In | ▁what | ▁city | ▁was | ▁Frederick | ▁George | ▁Brom | berg | ▁born | ?,2 886 1212 3413 729 33955 7373 51435 4743 7565 235336,"What was the name of the first movie that Frederick George Bromberg directed?

What was the name of the first movie that Frederick George Bromberg wrote?

What was the name of the first"
fact_0032,answer_briefly,False,New York City,In what city was Frederick George Bromberg born? Answer briefly.,13,In | ▁what | ▁city | ▁was | ▁Frederick | ▁George | ▁Brom | berg | ▁born | ? | ▁Answer | ▁briefly | .,2 886 1212 3413 729 33955 7373 51435 4743 7565 235336 10358 27918 235265,"In what city was Frederick George Bromberg born?

Answer briefly.

In what city was Frederick George Bromberg born?

Answer briefly.

In what city was Frederick George Bromberg born"
fact_0032,no_explanation,False,New York City,In what city was Frederick George Bromberg born? Give only the answer.,15,In | ▁what | ▁city | ▁was | ▁Frederick | ▁George | ▁Brom | berg | ▁born | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 886 1212 3413 729 33955 7373 51435 4743 7565 235336 18712 1297 573 3448 235265,"In what city was Frederick George Bromberg born? Give only the answer.

In what city was Frederick George Bromberg born? Give only the answer.

In what city was Frederick George Brom"
fact_0032,direct_answer,True,New York City,Directly answer this factual question: In what city was Frederick George Bromberg born?,17,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁In | ▁what | ▁city | ▁was | ▁Frederick | ▁George | ▁Brom | berg | ▁born | ?,2 12959 605 3448 736 63914 2872 235292 878 1212 3413 729 33955 7373 51435 4743 7565 235336,"The answer is: <strong>New York City.</strong>

Frederick George Bromberg was born in New York City, New York, on September 15, 1892. He"
fact_0034,original,False,Philip II of Macedon,Who is the father of Philip III of Macedon?,11,Who | ▁is | ▁the | ▁father | ▁of | ▁Philip | ▁III | ▁of | ▁Maced | on | ?,2 6571 603 573 5842 576 17943 5638 576 108676 477 235336,"Who is the father of Philip III of Macedon?

Who is the father of Philip III of Macedon?

Who is the father of Philip III of Macedon?

Who is the"
fact_0034,answer_briefly,True,Philip II of Macedon,Who is the father of Philip III of Macedon? Answer briefly.,14,Who | ▁is | ▁the | ▁father | ▁of | ▁Philip | ▁III | ▁of | ▁Maced | on | ? | ▁Answer | ▁briefly | .,2 6571 603 573 5842 576 17943 5638 576 108676 477 235336 10358 27918 235265,"Who was the father of Philip II of Macedon?

Who was the father of Philip II of Macedon?

Who was the father of Philip II of Macedon?

Who was the"
fact_0034,no_explanation,False,Philip II of Macedon,Who is the father of Philip III of Macedon? Give only the answer.,16,Who | ▁is | ▁the | ▁father | ▁of | ▁Philip | ▁III | ▁of | ▁Maced | on | ? | ▁Give | ▁only | ▁the | ▁answer | .,2 6571 603 573 5842 576 17943 5638 576 108676 477 235336 18712 1297 573 3448 235265,"Who is the father of Philip III of Macedon?

Who is the father of Philip III of Macedon?

Who is the father of Philip III of Macedon?

Who is the"
fact_0034,direct_answer,True,Philip II of Macedon,Directly answer this factual question: Who is the father of Philip III of Macedon?,18,Direct | ly | ▁answer | ▁this | ▁factual | ▁question | : | ▁Who | ▁is | ▁the | ▁father | ▁of | ▁Philip | ▁III | ▁of | ▁Maced | on | ?,2 12959 605 3448 736 63914 2872 235292 7702 603 573 5842 576 17943 5638 576 108676 477 235336,"The answer is Philip II of Macedon.

Philip II of Macedon was the father of Philip III of Macedon.

Philip II of Macedon was the father of Philip III of Maced"
fact_0039,original,False,Richard Rodgers,Who was the composer of Getting to Know You?,10,Who | ▁was | ▁the | ▁composer | ▁of | ▁Getting | ▁to | ▁Know | ▁You | ?,2 6571 729 573 41905 576 31458 577 11009 1646 235336,"Who was the composer of Getting to Know You?

Who was the composer of Getting to Know You?

Who was the composer of Getting to Know You?

Who was the composer of Getting"
